,Team,Year,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OPP eFG%,OPP TOV%,OPP DRB%,OPP FT/FGA,Arena,Attendance,LG W,LG L,LG PW,LG PL,LG MOV,LG SOS,LG SRS,LG ORtg,LG DRtg,LG Pace,LG FTr,LG 3PAr,LG eFG%,LG TOV%,LG ORB%,LG FT/FGA,LG OPP eFG%,LG OPP TOV%,LG OPP DRB%,LG OPP FT/FGA,LG Arena,LG Attendance,MP/G,FG/G,FGA/G,FG%/G,3P/G,3PA/G,3P%/G,2P/G,2PA/G,2P%/G,FT/G,FTA/G,FT%/G,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G,LG MP/G,LG FG/G,LG FGA/G,LG FG%/G,LG 3P/G,LG 3PA/G,LG 3P%/G,LG 2P/G,LG 2PA/G,LG 2P%/G,LG FT/G,LG FTA/G,LG FT%/G,LG ORB/G,LG DRB/G,LG TRB/G,LG AST/G,LG STL/G,LG BLK/G,LG TOV/G,LG PF/G,LG PTS/G,OPP MP/G,OPP FG/G,OPP FGA/G,OPP FG%/G,OPP 3P/G,OPP 3PA/G,OPP 3P%/G,OPP 2P/G,OPP 2PA/G,OPP 2P%/G,OPP FT/G,OPP FTA/G,OPP FT%/G,OPP ORB/G,OPP DRB/G,OPP TRB/G,OPP AST/G,OPP STL/G,OPP BLK/G,OPP TOV/G,OPP PF/G,OPP PTS/G,LG OPP MP/G,LG OPP FG/G,LG OPP FGA/G,LG OPP FG%/G,LG OPP 3P/G,LG OPP 3PA/G,LG OPP 3P%/G,LG OPP 2P/G,LG OPP 2PA/G,LG OPP 2P%/G,LG OPP FT/G,LG OPP FTA/G,LG OPP FT%/G,LG OPP ORB/G,LG OPP DRB/G,LG OPP TRB/G,LG OPP AST/G,LG OPP STL/G,LG OPP BLK/G,LG OPP TOV/G,LG OPP PF/G,LG OPP PTS/G
128,DET,2021,2,8,3,7,-6.6,1.72,-4.88,106.3,112.7,99.3,0.248,0.413,0.48700000000000004,11.5,22.3,0.201,0.5760000000000001,15.2,78.2,0.185,Little Caesars Arena,0,29,1,29,24,28.0,3.0,28.0,24.0,24.0,22.0,16.0,12.0,30.0,3.0,14.0,13.0,30.0,2.0,19.0,13.0,None,7,247.5,38.7,92.7,0.41700000000000004,12.8,38.3,0.33399999999999996,25.9,54.4,0.47600000000000003,18.6,23.0,0.809,11.1,32.6,43.7,23.6,8.4,4.5,13.4,19.7,108.8,19,26,2,30.0,18,10,26.0,21,13,29.0,10,13,6.0,7,27,20,19,9,21,4,12,22,247.5,42.6,86.3,0.494,14.2,37.4,0.38,28.4,48.9,0.581,16.0,22.5,0.711,9.1,38.7,47.8,26.8,7.2,6.0,17.2,21.4,115.4,19,25,8,29.0,26,23,23.0,19,6,30.0,12,15,1.0,8,28,26,26,10,24,2,9,24
129,GSW,2021,6,5,4,7,-3.45,0.22,-3.23,107.0,110.3,104.7,0.275,0.429,0.512,12.7,18.2,0.21899999999999997,0.524,13.8,76.2,0.237,Chase Center,0,9,13,19,23,22.0,14.0,22.0,23.0,19.0,2.0,7.0,11.0,23.0,12.0,25.0,5.0,10.0,10.0,26.0,28.0,None,7,240.0,39.4,90.1,0.43700000000000006,13.5,38.6,0.35100000000000003,25.8,51.5,0.502,19.7,24.8,0.795,8.5,35.7,44.2,24.9,7.4,6.3,14.6,23.3,112.0,10,21,9,28.0,10,9,21.0,22,18,24.0,3,6,9.0,22,12,16,13,19,5,13,28,13,240.0,40.0,89.8,0.445,14.2,36.3,0.391,25.8,53.5,0.48200000000000004,21.3,27.7,0.767,11.2,38.1,49.3,22.2,7.4,5.5,16.4,21.9,115.5,10,11,19,8.0,25,19,26.0,5,13,2.0,29,29,14.0,28,26,29,3,11,19,5,6,26
130,HOU,2021,3,6,4,5,-1.89,0.53,-1.36,108.7,110.5,101.3,0.27699999999999997,0.45,0.54,13.5,18.3,0.21100000000000002,0.532,13.7,76.0,0.19399999999999998,Toyota Center,"18,969",26,7,24,14,20.0,11.0,19.0,19.0,20.0,12.0,6.0,6.0,14.0,19.0,23.0,10.0,15.0,12.0,27.0,18.0,None,1,242.8,40.0,86.2,0.46399999999999997,13.1,38.8,0.33799999999999997,26.9,47.4,0.5670000000000001,18.2,23.9,0.763,8.1,34.2,42.3,23.1,8.0,6.8,15.1,20.3,111.3,27,19,23,14.0,13,8,24.0,18,26,2.0,11,9,15.0,26,20,28,24,14,2,17,14,15,242.8,41.8,90.0,0.46399999999999997,12.2,32.1,0.381,29.6,57.9,0.511,17.4,23.7,0.737,10.8,36.3,47.1,23.1,8.4,6.1,15.9,20.7,113.2,27,21,21,19.0,12,5,24.0,24,26,11.0,17,22,9.0,25,21,24,9,22,26,7,12,21
131,IND,2021,7,4,7,4,4.55,-1.84,2.7,112.7,108.2,100.8,0.23,0.37200000000000005,0.552,12.0,18.9,0.172,0.535,14.1,79.2,0.207,Bankers Life Fieldhouse,0,3,21,4,5,4.0,27.0,7.0,11.0,11.0,16.0,23.0,20.0,8.0,7.0,22.0,25.0,17.0,7.0,12.0,20.0,None,7,242.3,43.5,89.9,0.484,12.1,33.5,0.361,31.5,56.5,0.557,15.5,20.6,0.7490000000000001,8.2,34.3,42.5,26.4,9.5,5.6,13.5,22.1,114.6,6,3,10,5.0,22,20,16.0,1,10,5.0,25,23,20.0,25,19,26,5,3,9,5,27,8,242.3,40.2,86.2,0.466,11.9,30.0,0.397,28.3,56.2,0.503,17.8,23.5,0.76,9.0,35.0,44.0,24.3,7.2,6.3,15.8,19.2,110.1,6,15,7,20.0,7,1,28.0,16,23,8.0,20,21,13.0,7,14,9,14,9,28,8,25,12
132,LAC,2021,7,4,6,5,1.0,-0.09,0.91,115.3,114.3,97.0,0.235,0.406,0.5579999999999999,13.3,22.6,0.198,0.555,13.8,78.4,0.217,STAPLES Center,None,3,21,10,16,13.0,16.0,12.0,3.0,26.0,28.0,20.0,15.0,5.0,16.0,13.0,14.0,24.0,11.0,18.0,23.0,None,None,240.0,40.2,85.1,0.47200000000000003,14.6,34.5,0.424,25.5,50.5,0.505,16.8,20.0,0.841,9.5,31.6,41.1,24.6,7.5,5.0,14.5,21.9,111.8,10,17,27,11.0,5,16,1.0,24,22,21.0,17,25,1.0,18,30,30,15,17,15,12,26,14,240.0,39.5,83.5,0.473,13.6,36.5,0.374,25.9,47.1,0.55,18.1,22.5,0.8059999999999999,8.7,32.4,41.1,23.8,7.1,2.8,14.9,18.2,110.8,10,9,1,22.0,23,20,19.0,6,2,26.0,22,14,28.0,5,3,3,10,7,1,15,29,15
133,LAL,2021,9,3,9,3,9.0,-0.96,8.04,113.5,104.6,101.0,0.244,0.35700000000000004,0.563,14.1,23.6,0.185,0.504,11.9,80.9,0.151,STAPLES Center,0,1,29,1,2,2.0,25.0,2.0,8.0,1.0,13.0,17.0,23.0,4.0,23.0,10.0,19.0,2.0,25.0,2.0,1.0,None,7,240.0,43.2,87.5,0.493,12.2,31.3,0.389,31.0,56.3,0.551,16.2,21.3,0.758,10.0,38.8,48.8,25.3,6.8,6.7,15.9,18.8,114.7,4,5,20,3.0,20,25,6.0,2,11,7.0,19,18,17.0,14,1,3,12,24,3,24,7,7,240.0,40.1,91.3,0.439,11.8,34.3,0.342,28.3,56.9,0.498,13.8,17.8,0.7709999999999999,9.2,32.3,41.5,23.9,9.1,4.7,13.3,20.0,105.7,4,12,25,2.0,6,14,6.0,18,25,6.0,3,2,17.0,10,2,5,11,26,10,25,15,3
134,MEM,2021,4,6,4,6,-2.6,2.85,0.25,104.1,106.6,100.2,0.192,0.344,0.504,13.3,22.2,0.149,0.525,14.4,78.8,0.179,FedEx Forum,0,22,7,20,21,21.0,1.0,15.0,27.0,4.0,17.0,30.0,26.0,26.0,17.0,16.0,28.0,11.0,4.0,14.0,12.0,None,7,242.5,40.7,91.0,0.447,10.4,31.3,0.332,30.3,59.7,0.508,13.6,17.5,0.777,10.3,35.7,46.0,26.2,9.6,5.2,15.2,17.9,105.4,20,13,8,20.0,26,23,27.0,5,3,20.0,28,30,12.0,12,14,10,6,2,12,18,4,27,242.5,40.1,87.9,0.456,12.1,32.6,0.371,28.0,55.3,0.506,15.7,20.0,0.785,9.6,36.0,45.6,24.7,9.5,6.1,16.3,17.1,108.0,20,13,14,15.0,9,8,18.0,14,21,10.0,11,8,22.0,15,19,17,16,28,25,6,30,9
135,MIA,2021,4,5,4,5,-1.33,1.95,0.62,108.4,109.7,101.5,0.275,0.44299999999999995,0.557,15.7,17.0,0.212,0.525,12.9,77.5,0.191,AmericanAirlines Arena,None,22,13,21,13,18.0,2.0,14.0,21.0,16.0,9.0,8.0,7.0,6.0,30.0,29.0,9.0,13.0,17.0,23.0,15.0,None,None,242.8,40.1,84.0,0.478,13.3,37.2,0.358,26.8,46.8,0.5720000000000001,17.8,23.1,0.769,7.0,37.1,44.1,26.8,7.1,3.7,17.6,20.7,111.3,27,18,30,8.0,12,12,18.0,19,27,1.0,12,12,13.0,29,7,18,4,22,26,29,19,15,242.8,40.1,90.8,0.442,15.1,41.1,0.368,25.0,49.7,0.503,17.3,22.9,0.757,10.8,34.2,45.0,24.0,10.2,3.7,14.9,21.6,112.7,27,14,22,5.0,29,29,15.0,3,8,9.0,16,17,11.0,25,10,15,12,30,5,17,8,20
136,MIL,2021,7,4,9,2,11.64,-2.09,9.54,118.9,107.5,102.6,0.22699999999999998,0.435,0.583,13.2,24.4,0.172,0.521,13.0,79.1,0.16699999999999998,Fiserv Forum,0,3,21,2,1,1.0,30.0,1.0,1.0,7.0,6.0,25.0,9.0,1.0,15.0,6.0,26.0,9.0,16.0,13.0,9.0,None,7,240.0,45.0,91.1,0.494,16.3,39.6,0.41100000000000003,28.7,51.5,0.5579999999999999,15.6,20.6,0.758,10.6,36.7,47.4,26.2,9.4,4.8,15.3,19.5,121.9,10,1,7,2.0,1,4,2.0,14,18,4.0,22,23,18.0,9,9,6,7,4,17,20,10,1,240.0,40.7,91.2,0.447,13.5,36.8,0.368,27.2,54.4,0.5,15.3,19.5,0.785,9.7,32.9,42.6,22.5,6.7,5.2,14.9,18.6,110.3,10,18,24,10.0,21,21,16.0,11,17,7.0,8,7,22.0,18,6,7,4,5,15,15,26,13
137,MIN,2021,3,7,2,8,-10.0,0.54,-9.47,106.1,115.8,101.5,0.23399999999999999,0.373,0.508,12.9,24.4,0.174,0.557,12.5,77.6,0.192,Target Center,0,26,4,30,28,30.0,10.0,30.0,25.0,28.0,11.0,22.0,19.0,24.0,13.0,6.0,24.0,25.0,21.0,22.0,16.0,None,7,242.5,40.7,91.5,0.445,11.5,34.1,0.337,29.2,57.4,0.509,15.9,21.4,0.743,11.7,33.2,44.9,23.5,7.9,4.9,14.9,20.9,108.8,20,13,5,22.0,24,17,25.0,11,9,18.0,21,17,22.0,3,26,14,21,15,16,15,20,22,242.5,44.2,91.0,0.486,12.9,34.1,0.37799999999999995,31.3,56.9,0.55,17.5,23.2,0.754,9.6,36.2,45.8,26.7,6.8,5.3,14.4,19.5,118.8,20,29,23,27.0,17,13,21.0,28,24,25.0,18,20,10.0,15,20,19,24,6,17,20,21,27
138,NOP,2021,4,5,5,4,0.56,-0.77,-0.22,107.3,106.7,98.7,0.31,0.371,0.516,14.6,25.6,0.221,0.537,14.0,82.9,0.163,Smoothie King Center,"3,750",22,13,17,9,15.0,21.0,17.0,22.0,5.0,24.0,2.0,21.0,21.0,27.0,4.0,4.0,19.0,9.0,1.0,7.0,None,6,242.8,39.0,85.6,0.456,10.2,31.8,0.322,28.8,53.8,0.535,18.9,26.6,0.711,11.3,37.1,48.4,23.3,8.6,3.9,16.7,17.3,107.1,27,24,25,16.0,27,22,30.0,13,14,13.0,9,3,28.0,6,7,4,22,7,25,27,2,25,242.8,38.3,86.1,0.445,15.9,43.9,0.36200000000000004,22.4,42.2,0.532,14.0,17.6,0.797,7.7,32.9,40.6,27.0,8.3,5.0,15.2,22.4,106.6,27,2,6,7.0,30,30,9.0,1,1,18.0,4,1,27.0,1,5,1,28,21,13,12,2,5
139,NYK,2021,5,6,4,7,-5.36,1.44,-3.92,103.3,108.8,96.9,0.25,0.322,0.499,14.4,23.4,0.183,0.516,11.4,78.0,0.177,Madison Square Garden (IV),None,15,7,26,27,27.0,5.0,24.0,29.0,13.0,29.0,15.0,29.0,27.0,24.0,11.0,21.0,8.0,27.0,20.0,11.0,None,None,240.0,37.5,84.7,0.44299999999999995,9.5,27.3,0.34700000000000003,28.1,57.5,0.489,15.5,21.2,0.7340000000000001,10.6,35.7,46.4,22.2,6.8,4.8,15.8,20.5,100.1,10,30,28,24.0,30,30,22.0,17,7,27.0,24,19,25.0,9,12,9,28,23,17,23,17,29,240.0,39.0,87.2,0.447,12.0,37.5,0.32,27.0,49.6,0.544,15.5,21.0,0.736,10.1,34.7,44.8,22.5,7.1,6.4,12.5,19.7,105.5,10,4,12,11.0,8,24,3.0,10,7,22.0,10,11,8.0,21,13,14,4,7,29,27,18,2
140,OKC,2021,5,5,4,6,-4.6,-0.27,-4.87,103.6,108.2,100.9,0.244,0.457,0.525,13.9,15.3,0.177,0.515,10.4,79.5,0.158,Chesapeake Energy Arena,None,15,13,27,22,24.0,19.0,27.0,28.0,10.0,14.0,17.0,5.0,19.0,22.0,30.0,22.0,7.0,29.0,9.0,5.0,None,None,240.0,38.3,85.3,0.449,12.9,39.0,0.331,25.4,46.3,0.5489999999999999,15.1,20.8,0.726,7.0,38.4,45.4,21.8,6.4,5.2,15.2,18.6,104.6,23,29,26,18.0,17,5,28.0,25,29,9.0,27,20,26.0,29,3,12,29,27,12,18,6,28,240.0,42.1,92.0,0.45799999999999996,10.5,31.6,0.332,31.6,60.4,0.523,14.5,20.0,0.725,9.9,38.7,48.6,24.8,8.5,3.5,11.7,19.3,109.2,23,23,27,16.0,1,4,5.0,30,29,14.0,6,8,5.0,20,28,28,17,23,4,29,23,10
141,ORL,2021,6,5,4,7,-4.18,-0.55,-4.73,105.9,110.1,100.2,0.22699999999999998,0.324,0.489,11.9,24.3,0.184,0.5489999999999999,13.3,80.0,0.152,Amway Center,"18,904",9,13,22,25,23.0,20.0,26.0,26.0,17.0,19.0,24.0,28.0,29.0,6.0,8.0,20.0,23.0,15.0,3.0,2.0,None,2,240.0,39.8,91.4,0.436,9.6,29.6,0.325,30.2,61.7,0.489,16.8,20.7,0.8109999999999999,11.8,35.0,46.8,21.0,7.6,3.0,13.5,17.2,106.1,10,20,6,29.0,28,28,29.0,7,2,26.0,17,22,4.0,2,16,7,30,16,30,5,1,26,240.0,42.3,88.2,0.479,12.4,33.9,0.365,29.9,54.3,0.551,13.4,18.4,0.728,8.7,36.9,45.6,24.8,7.6,5.6,14.8,19.5,110.3,10,24,15,24.0,14,11,11.0,25,16,27.0,2,4,7.0,5,24,18,18,14,23,18,20,13
142,PHI,2021,8,4,7,5,2.5,-0.17,2.33,109.4,107.0,102.8,0.253,0.382,0.541,14.5,22.3,0.192,0.505,12.9,77.3,0.193,Wells Fargo Center,0,2,21,5,15,10.0,17.0,10.0,17.0,6.0,5.0,14.0,18.0,13.0,26.0,15.0,16.0,3.0,18.0,24.0,17.0,None,7,242.1,42.1,89.0,0.473,12.2,34.0,0.358,29.9,55.0,0.544,17.1,22.5,0.759,9.8,38.0,47.8,25.8,8.2,7.1,16.8,20.2,113.4,2,8,13,10.0,20,18,19.0,10,12,12.0,14,15,16.0,16,4,5,10,13,1,28,13,11,242.1,39.9,92.2,0.433,13.3,36.1,0.36700000000000005,26.7,56.1,0.475,17.8,22.9,0.778,11.2,34.0,45.2,26.0,8.6,4.8,15.1,20.5,110.9,2,10,28,1.0,19,18,14.0,8,22,1.0,21,18,19.0,27,9,16,22,25,11,13,14,16
143,PHO,2021,7,4,7,4,3.73,-1.08,2.64,113.4,109.6,96.5,0.225,0.441,0.55,11.8,18.0,0.18600000000000003,0.527,12.2,78.7,0.209,Phoenix Suns Arena,0,3,21,6,7,7.0,26.0,9.0,9.0,15.0,30.0,26.0,8.0,9.0,5.0,27.0,18.0,14.0,22.0,16.0,21.0,None,7,242.3,40.3,85.9,0.469,13.9,37.9,0.36700000000000005,26.4,48.0,0.5489999999999999,16.0,19.4,0.826,7.7,34.6,42.4,25.9,5.5,4.5,12.6,21.2,110.5,6,16,24,12.0,8,11,13.0,20,24,8.0,20,27,2.0,28,18,27,9,29,20,3,22,19,242.3,39.1,84.5,0.462,10.9,30.1,0.363,28.2,54.5,0.518,17.6,24.5,0.721,9.4,35.1,44.5,21.5,6.1,3.5,13.3,19.9,106.7,6,5,3,18.0,3,2,10.0,15,18,13.0,19,24,4.0,12,15,11,2,2,3,26,16,7
144,POR,2021,6,4,6,4,1.9,-1.88,0.02,113.6,111.8,102.2,0.261,0.46,0.534,10.3,17.6,0.209,0.5379999999999999,12.6,79.7,0.23,Moda Center,0,9,21,13,10,11.0,28.0,16.0,7.0,23.0,7.0,13.0,3.0,16.0,2.0,28.0,11.0,21.0,20.0,6.0,25.0,None,7,242.5,41.0,91.9,0.446,16.1,42.3,0.381,24.9,49.6,0.502,19.2,24.0,0.8,8.2,36.2,44.4,22.2,8.5,4.3,11.8,20.5,117.3,20,12,4,21.0,2,2,10.0,27,23,23.0,6,7,8.0,24,11,15,27,8,23,2,16,4,242.5,40.8,88.4,0.462,13.5,37.8,0.35700000000000004,27.3,50.6,0.54,20.3,25.6,0.7929999999999999,9.2,38.4,47.6,24.2,6.1,5.4,14.4,20.9,115.4,20,19,16,17.0,20,26,7.0,12,10,19.0,26,26,25.0,11,27,25,13,3,18,20,11,24
145,SAC,2021,5,6,3,8,-7.36,-0.18,-7.55,110.7,117.9,101.8,0.317,0.349,0.53,12.4,22.8,0.22899999999999998,0.5720000000000001,11.8,79.6,0.166,Golden 1 Center,None,15,7,28,29,29.0,18.0,29.0,14.0,30.0,8.0,1.0,25.0,17.0,8.0,12.0,3.0,29.0,26.0,7.0,8.0,None,None,242.3,41.2,88.3,0.467,11.2,30.8,0.363,30.0,57.5,0.522,20.2,28.0,0.721,10.5,33.7,44.2,24.6,6.5,5.6,14.3,20.5,113.7,6,11,16,13.0,25,27,15.0,8,7,16.0,2,1,27.0,11,22,16,15,26,9,9,15,10,242.3,45.7,92.4,0.495,14.3,37.7,0.37799999999999995,31.5,54.6,0.5760000000000001,15.4,18.9,0.813,8.6,35.4,44.0,27.7,7.8,5.5,13.5,21.7,121.1,6,30,29,30.0,27,25,21.0,29,19,29.0,9,6,29.0,3,17,9,29,18,21,24,7,28
146,SAS,2021,6,5,5,6,-0.91,0.16,-0.75,109.2,110.1,100.8,0.20800000000000002,0.331,0.507,9.0,18.1,0.16399999999999998,0.542,12.2,79.5,0.162,AT&T Center,0,9,13,16,20,17.0,15.0,18.0,18.0,18.0,15.0,29.0,27.0,25.0,1.0,26.0,27.0,22.0,23.0,8.0,6.0,None,7,242.3,41.9,94.5,0.444,11.9,31.3,0.381,30.0,63.2,0.475,15.5,19.6,0.787,9.1,36.4,45.5,25.5,6.7,5.1,10.2,18.0,111.2,6,9,1,23.0,23,24,9.0,8,1,30.0,25,26,10.0,19,10,11,11,25,14,1,5,17,242.3,42.6,89.9,0.474,12.3,30.8,0.39799999999999996,30.4,59.1,0.514,14.5,20.0,0.727,9.4,41.2,50.5,24.6,5.2,6.2,13.7,19.5,112.1,6,26,20,23.0,13,3,30.0,26,27,12.0,7,8,6.0,12,30,30,15,1,27,23,22,18
147,TOR,2021,2,8,5,5,-1.4,-0.82,-2.22,109.4,110.8,101.5,0.24,0.479,0.527,12.6,20.6,0.18899999999999997,0.534,14.4,77.8,0.24100000000000002,Scotiabank Arena,"10,989",29,1,18,18,19.0,24.0,21.0,16.0,21.0,10.0,19.0,1.0,18.0,11.0,18.0,17.0,16.0,5.0,21.0,29.0,None,3,240.0,39.3,89.4,0.44,15.6,42.8,0.364,23.7,46.6,0.509,16.9,21.5,0.7859999999999999,9.6,33.9,43.5,23.6,8.4,6.0,14.3,23.3,111.1,23,22,12,26.0,4,1,14.0,30,28,19.0,16,16,11.0,17,21,21,19,9,6,10,29,18,240.0,39.1,85.9,0.455,13.6,37.2,0.366,25.5,48.7,0.524,20.7,26.6,0.778,9.7,36.9,46.6,26.7,6.6,6.6,16.4,19.3,112.5,23,6,5,14.0,22,22,12.0,4,4,15.0,27,27,19.0,17,23,23,24,4,30,4,23,19
148,UTA,2021,7,4,7,4,3.55,-0.81,2.74,111.5,107.9,98.8,0.212,0.45899999999999996,0.547,13.7,25.8,0.149,0.505,10.2,79.9,0.153,Vivint Smart Home Arena,"5,796",3,21,7,8,8.0,23.0,6.0,12.0,9.0,23.0,28.0,4.0,12.0,20.0,3.0,29.0,4.0,30.0,4.0,3.0,None,4,240.0,40.5,88.7,0.457,15.9,40.7,0.391,24.6,48.0,0.513,13.2,18.8,0.7,11.5,38.7,50.2,22.5,5.5,5.7,15.4,17.5,110.2,10,15,15,15.0,3,3,5.0,29,24,17.0,29,29,29.0,5,2,1,26,30,8,21,3,20,240.0,40.5,91.6,0.441,11.7,32.5,0.36,28.7,59.1,0.486,14.0,18.2,0.77,9.7,32.9,42.6,22.5,8.3,5.2,11.4,18.6,106.6,10,17,26,3.0,5,7,8.0,22,27,3.0,4,3,16.0,18,6,7,4,19,15,30,26,6
149,WAS,2021,3,8,5,6,-0.82,-0.8,-1.62,113.9,114.6,105.8,0.29,0.364,0.5479999999999999,11.6,19.5,0.214,0.56,13.6,79.8,0.266,Capital One Arena,0,26,1,15,19,16.0,22.0,20.0,5.0,27.0,1.0,5.0,22.0,10.0,4.0,21.0,8.0,27.0,13.0,5.0,30.0,None,7,240.0,43.9,91.9,0.478,13.0,33.5,0.389,30.9,58.5,0.529,19.6,26.6,0.737,9.1,33.7,42.8,27.3,7.3,3.5,13.5,24.6,120.5,10,2,3,7.0,15,20,7.0,3,5,14.0,5,2,23.0,19,22,25,2,20,29,5,30,2,240.0,42.9,87.5,0.491,12.2,32.3,0.377,30.7,55.2,0.557,23.3,29.5,0.7879999999999999,8.5,37.6,46.2,25.0,7.4,4.4,15.8,22.3,121.3,10,28,13,28.0,11,6,20.0,27,20,28.0,30,30,24.0,2,25,22,19,11,7,8,3,30
